iauName,WISE Name,GLong,GLat,Radius,VLSR(km/s),Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,Dist. Author,WISE 12um<br>(Jy),flux,fluxErr,flux_noPS,flux_err_noPS,distance_kpc,distance_err_kpc,radius_wcs,physical_radius_pc,ne,N_Ly,Spectral Type
G298.859-00.398,G298.862-00.432,298.862,-0.432,290.2,25.0,10.0406,0.351556,OG/Kin,,0.0,40.48091052978518,0.0181048305055596,40.18699232117587,0.0204126387754118,10.07,0.63,10.069,29.494532761253733,6.51,50.6,O4
G298.862+00.193,G298.878+00.192,298.878,0.192,58.1,25.5,9.89523,0.456002,OG/Kin,,0.0,0.1075275930406954,0.0004962369751779,0.1075275930406954,0.0004962369751779,10.11,0.64,2.026,5.958216856955858,3.71,48.02,O9
G298.897+00.181,G298.899+00.187,298.899,0.188,58.1,31.0,9.89275,0.690346,OG/Kin,,0.0,0.0541161084344868,0.0002962143115482,0.0541161084344868,0.0002962143115482,10.55,0.65,1.156,3.5476110828303398,5.97,47.76,O9.5
G299.013+00.127,G299.013+00.129,299.013,0.13,64.0,23.0,9.91987,0.36954,OG/Kin,,0.0,0.2244529933474983,0.0029457860531391,0.2244529933474983,0.0029457860531391,9.95,0.63,0.874,2.5296487528179767,19.05,48.33,O8
G299.347-00.260,G299.349-00.267,299.349,-0.267,140.0,-39.8,3.15625,0.366771,Visible/Kin,,0.0,0.7715656896109147,0.0006920408170447,0.7703473348805185,0.0007006528357937,4.0,1.36,2.412,2.8064868009599304,12.15,48.07,O9
G300.124-00.094,G300.134-00.100,300.134,-0.1,383.9,-44.4,3.43035,0.333193,Visible/Kin,,0.0,0.9051129745041984,0.0037474422131328,0.8925869091461934,0.0037679134341233,4.09,1.31,7.274,8.654108064868009,2.49,48.16,O8.5
G300.373-00.280,G300.369-00.288,300.369,-0.287,163.1,29.0,10.6543,0.324055,OG/Kin,,0.0,0.232550379951712,0.0024073079240119,0.232550379951712,0.0024073079240119,10.72,0.64,1.839,5.734588029961458,6.13,48.41,O7.5
G300.426-00.159,G300.424-00.153,300.424,-0.153,166.7,29.3,10.6146,0.37291,OG/Kin,,0.0,0.4829046670055306,0.0031756221315175,0.4821909250726271,0.0031757828398994,10.75,0.65,5.264,16.46076648970984,1.82,48.73,O6.5
G300.427-00.183,G300.427-00.180,300.427,-0.18,64.4,9.5,9.2762,0.386733,OG/Kin,,0.0,0.021186889441895,0.0006729074891661,0.021186889441895,0.0006729074891661,9.26,0.61,0.893,2.405404697840157,5.87,47.24,B0
G300.498-00.190,G300.502-00.180,300.502,-0.18,132.6,25.1,10.38,0.484297,OG/Kin,,0.0,0.8117044902608191,0.0007110208003122,0.6837577009856726,0.0024280141383733,10.45,0.63,2.891,8.788000872663806,5.88,48.93,O6
G300.991+00.984,G300.972+00.994,300.972,0.994,142.9,-34.5,2.3557,0.833073,Visible/Kin,,0.0,0.1660655476968943,0.0005024694583732,0.1478363529314298,0.0005344758359609,5.51,0.99,3.837,6.149914915278888,2.39,47.68,O9.5
G301.114+00.966,G301.116+00.968,301.116,0.968,181.0,-39.8,4.21813,0.0172653,TP/Kin,,0.0,3.625499304967536,0.0002694179846626,3.625499304967536,0.0002694179846626,4.21,1.51,2.06,2.522754708748455,32.56,48.79,O6.5
G301.137-00.225,G301.138-00.227,301.138,-0.226,54.8,-38.8,4.22291,0.0141261,TP/Kin,,0.0,0.0404085580328801,4.641498353765617e-05,0.0404085580328801,4.641498353765617e-05,4.24,1.57,0.345,0.4255108719365864,49.68,46.84,B0
G301.711-00.061,G301.710-00.056,301.71,-0.056,102.2,23.5,10.5806,0.397718,OG/Kin,,0.0,0.0572437424454576,2.6474840449342893e-05,0.0572437424454576,2.6474840449342893e-05,10.6,0.63,0.769,2.37114391680605,11.3,47.79,O9.5
G301.817+00.782,G301.817+00.784,301.817,0.784,127.3,-42.2,4.30436,0.0153373,TP/Kin,,0.0,0.0683906185214385,0.0001450982017279,0.0683906185214385,0.0001450982017279,4.3,1.45,0.689,0.8618136862773615,22.88,47.08,B0
G302.032-00.061,G302.032-00.063,302.032,-0.062,118.9,-28.6,4.33186,0.0145105,,,0.0,0.5383274578208568,6.699545619021117e-05,0.5383274578208568,6.699545619021117e-05,6.47,0.96,0.468,0.8807970329430587,93.44,48.34,O8
G302.075+00.024,G302.076+00.029,302.076,0.029,175.6,-31.3,2.08393,0.829069,Visible/Kin,,0.0,0.2664508544375587,0.0001372901388014,0.2471365913909446,0.0011589628601635,6.18,1.0,2.281,4.100525052723438,6.25,47.99,O9
G302.152-00.947,G302.151-00.949,302.151,-0.949,75.0,32.2,11.2285,0.388012,OG/Kin,,0.0,0.0644436130584049,3.208198175242834e-05,0.0644436130584049,3.208198175242834e-05,11.37,0.66,0.407,1.3461101010835574,30.02,47.9,O9
G302.389+00.280,G302.391+00.280,302.391,0.281,89.4,-40.4,4.37165,0.0172973,TP/Kin,,0.0,0.1779453863992995,5.973006096614889e-05,0.1779453863992995,5.973006096614889e-05,5.43,0.97,0.407,0.6428652461639153,72.44,47.7,O9.5
G302.442-00.102,G302.436-00.106,302.436,-0.106,119.2,-40.4,2.91512,0.747219,Visible/Kin,,0.0,0.3510607851728748,0.0001268466090568,0.3510607851728748,0.0001268466090568,5.45,0.97,2.019,3.200799941822413,9.17,48.0,O9
G302.489-00.035,G302.481-00.035,302.481,-0.034,91.9,-41.6,4.38416,0.0151952,TP/Kin,,0.0,0.0687620520317619,0.0011101180470506,0.0687620520317619,0.0011101180470506,4.34,1.55,0.551,0.6956119554941459,31.8,47.09,B0
G302.517-00.749,G302.503-00.762,302.503,-0.762,251.7,29.0,11.1351,0.371483,OG/Kin,,0.0,0.8458857055125611,0.0118609819351113,0.8351260868732617,0.0118729544212611,11.2,0.64,3.502,11.4093229583303,4.35,49.01,O6
G302.551-00.027,G302.582-00.083,302.582,-0.083,470.4,31.0,11.2769,0.348168,OG/Kin,,0.0,1.0208551268263808,0.0011013123103554,0.9868774027906296,0.0015785357273428,11.37,0.65,6.429,21.263247763799,1.91,49.1,O5.5
G302.633-00.671,G302.636-00.672,302.636,-0.671,159.8,30.5,11.2569,0.329595,OG/Kin,,0.0,0.8406296176181905,0.0003979926595752,0.8264278206563188,0.001222606258753,11.34,0.65,2.458,8.108128863355393,7.32,49.02,O6
G302.688+00.163,G302.631+00.030,302.631,0.03,860.9,-33.0,4.40463,0.0132442,TP/Kin,,0.0,2.854567381894104,0.0046343914666002,2.6755685166897614,0.0046530707948658,6.18,0.99,10.279,18.47842920514872,2.14,49.02,O6
G302.743-00.819,G302.722-00.816,302.722,-0.815,250.2,26.1,10.9217,0.387756,OG/Kin,,0.0,0.9392847313632284,0.008809693196052,0.9390740646779584,0.0088097079267949,11.02,0.64,5.781,18.53148716456985,2.18,49.04,O6
G302.805+01.292,G302.805+01.287,302.805,1.287,197.3,-28.6,2.02243,0.606667,,,0.0,1.401130218590162,0.0005721875184343,1.3927829586246374,0.0010863199916789,6.74,0.9,3.246,6.364057886699149,8.08,48.79,O6.5
G302.815-00.842,G302.816-00.844,302.816,-0.843,82.9,35.0,11.6142,0.371381,OG/Kin,,0.0,0.1632149668194904,0.00045512982078,0.1632149668194904,0.00045512982078,11.74,0.67,1.675,5.720165806123191,5.64,48.33,O8
G303.117-00.971,G303.116-00.971,303.116,-0.971,119.0,26.0,11.0185,0.369201,OG/Kin,,0.0,0.2640565357197731,0.0002035371422604,0.2640565357197731,0.0002035371422604,11.1,0.63,0.409,1.320602138026325,61.14,48.49,O7.5
G303.339-00.718,G303.342-00.718,303.342,-0.717,57.6,27.7,11.2599,0.368,OG/Kin,,0.0,0.2992588304983917,0.0015727549552885,0.2992588304983917,0.0015727549552885,11.28,0.64,1.026,3.366527525270889,16.24,48.56,O7
G303.385-00.962,G303.384-00.965,303.384,-0.964,81.0,47.0,12.7405,0.383073,OG/Kin,,0.0,0.17503509803472,0.0001009924417256,0.17503509803472,0.0001009924417256,12.89,0.74,1.224,4.589443676823503,8.92,48.45,O7.5
G303.464-00.696,G303.445-00.745,303.445,-0.744,435.6,32.0,11.5804,0.353177,OG/Kin,,0.0,8.113657830040504,0.0066716258471312,8.054664449379738,0.0066997936044684,11.64,0.66,18.892,63.96709475674496,1.05,50.02,O4
G303.559-00.543,G303.557-00.539,303.557,-0.539,107.6,32.9,11.6146,0.388901,OG/Kin,,0.0,0.1955201493821373,0.0026324858016833,0.1955201493821373,0.0026324858016833,11.74,0.66,1.229,4.197064940731583,9.82,48.41,O7.5
G303.590-00.635,G303.593-00.631,303.593,-0.631,142.6,15.6,10.3582,0.367048,OG/Kin,,0.0,0.3576324677557548,0.0044539783963692,0.3371215141458093,0.0045585091333035,10.43,0.61,3.023,9.171664606210458,3.65,48.57,O7
G303.975-00.038,G303.973-00.035,303.973,-0.035,119.4,16.6,10.4779,0.379063,OG/Kin,,0.0,0.1931134941339303,0.0004252998696641,0.1931134941339303,0.0004252998696641,10.59,0.61,1.673,5.153681914042615,6.47,48.32,O8
G304.033+00.290,G304.034+00.290,304.034,0.29,109.1,-43.6,3.1652,0.661516,Visible/Kin,,0.0,0.0643621268370637,0.0006298731948498,0.0643621268370637,0.0006298731948498,5.65,0.95,1.098,1.8045814849829105,9.63,47.29,B0
G304.473-00.018,G304.465-00.023,304.465,-0.022,143.7,-13.8,0.734436,0.463976,,,0.0,0.5074594837749475,0.0022982546162235,0.4727834721328557,0.0031173509548697,8.51,0.61,2.373,5.874257872154754,6.93,48.55,O7
G304.555+00.328,G304.557+00.329,304.557,0.329,71.1,-40.6,4.63419,0.0146597,TP/Kin,,0.0,0.1131526984463902,7.215341100379655e-05,0.1131526984463902,7.215341100379655e-05,6.05,0.96,0.354,0.6229946912951785,67.48,47.6,O9.5
G305.140+00.069,G305.233+00.110,305.233,0.11,678.7,-40.0,4.70688,0.0193794,TP/Kin,,0.0,24.24970611808296,0.0626857746283639,23.799599339355712,0.0631154113105806,3.07,0.96,10.569,9.438391389717111,8.48,49.34,O5.5
G305.222+00.204,G305.224+00.212,305.224,0.213,122.0,-39.0,4.71157,0.0148949,TP/Kin,,0.0,0.444565950320423,0.0339675906749682,0.444565950320423,0.0339675906749682,6.43,0.97,0.43,0.8042760526507164,96.93,48.25,O8
G305.245+00.240,G305.261+00.243,305.261,0.244,125.4,-39.0,4.71406,0.0164324,TP/Kin,,0.0,0.8977072464735821,0.0337155295583822,0.8977072464735821,0.0337155295583822,6.44,0.96,0.71,1.3300559959275688,64.7,48.55,O7
G305.368+00.199,G305.362+00.197,305.362,0.198,102.3,-38.8,4.72624,0.0167477,TP/Kin,,0.0,16.702389130457362,0.0639012552770404,16.673277438035104,0.0641164864443601,2.94,0.96,2.131,1.822453639735292,79.49,49.14,O5.5
G305.382-00.251,G305.384-00.248,305.384,-0.248,99.9,-45.7,3.14307,0.804715,Visible/Kin,,0.0,0.1242717062239105,0.0019212936470686,0.1242717062239105,0.0019212936470686,5.86,0.94,1.445,2.463151770780307,8.7,47.61,O9.5
G305.534+00.360,G305.535+00.357,305.536,0.358,128.5,-39.0,4.74822,0.0149109,TP/Kin,,0.0,2.83399899313004,0.0037943028435451,2.83399899313004,0.0037943028435451,6.54,0.96,2.275,4.327976147189295,19.88,49.07,O6
G305.552+00.010,G305.558+00.011,305.558,0.012,121.7,-45.0,4.74716,0.0177297,TP/Kin,,0.0,0.9050458772114738,0.0098228556547912,0.9050458772114738,0.0098228556547912,5.97,0.94,0.7,1.2156206821322086,68.8,48.49,O7.5
G305.778+00.284,G305.789+00.280,305.789,0.28,128.3,-37.0,2.43624,0.75987,Visible/Kin,,0.0,0.3518452663802677,0.0050970556076783,0.3491459879625724,0.0051010952646728,6.84,0.93,2.542,5.057749981819503,5.8,48.2,O8.5
G305.795+00.164,G305.789+00.138,305.789,0.138,321.2,-43.0,4.77761,0.0131211,TP/Kin,,0.0,1.17920423542374,0.0059363143616939,1.17920423542374,0.0059363143616939,3.31,0.95,4.095,3.9428259762926334,7.47,48.09,O8.5
G305.835-00.064,G305.838-00.059,305.838,-0.059,87.9,-30.0,,,,,0.0,0.1338552370673688,0.0009304688934404,0.1338552370673688,0.0009304688934404,7.58,0.71,0.866,1.909469856737692,17.09,47.87,O9
G306.343-00.364,G306.321-00.358,306.321,-0.358,104.1,-18.2,,,,,0.0,1.873107420824331,0.0012545293904278,1.0065723026257625,0.0035160011077698,8.64,0.6,3.955,9.939989818922262,6.14,49.13,O5.5
G307.558-00.586,G307.559-00.585,307.559,-0.585,119.7,-40.2,4.97888,0.0158919,TP/Kin,,0.0,0.7335240078023995,0.0001038612574181,0.7335240078023995,0.0001038612574181,7.11,0.88,0.895,1.8510508326667152,39.34,48.55,O7
G307.596-00.270,G307.585-00.249,307.585,-0.249,617.9,-37.0,4.97902,0.0185916,,,0.0,9.855546756568026,0.0085028043404273,9.66867884952912,0.00852842284809,7.46,0.76,9.828,21.32699585484692,3.87,49.72,O4
G307.608-00.595,G307.610-00.593,307.61,-0.593,67.8,38.0,12.9656,0.318685,OG/Kin,,0.0,0.1224338119916805,9.974351843662258e-05,0.1224338119916805,9.974351843662258e-05,13.08,0.71,1.283,4.881576612609991,6.9,48.3,O8
G307.614-00.256,G307.615-00.259,307.615,-0.259,108.7,-37.0,4.98571,0.0158829,,,0.0,0.3117915484348407,0.0022100551552313,0.3117915484348407,0.0022100551552313,7.47,0.76,0.623,1.3537371827503455,43.13,48.22,O8
G308.030-01.053,G308.033-01.053,308.033,-1.053,52.0,40.4,13.3575,0.335142,OG/Kin,,0.0,0.0890503327341522,3.3838116705015576e-05,0.0890503327341522,3.3838116705015576e-05,13.39,0.73,0.371,1.4450410879208784,37.35,48.19,O8.5
G308.052-01.045,G308.031-01.052,308.031,-1.052,148.2,40.7,13.2787,0.342883,OG/Kin,,0.0,0.1405137872593191,0.0002955118191777,0.1405137872593191,0.0002955118191777,13.41,0.73,1.574,6.139870554868737,5.37,48.38,O7.5
G308.072-00.391,G308.072-00.389,308.072,-0.388,47.6,-14.2,0.746862,0.40221,,,0.0,0.0465893058831937,0.0008476806104858,0.0465893058831937,0.0008476806104858,9.34,0.57,0.495,1.3448621918405934,21.06,47.59,O9.5
G308.080-00.406,G308.079-00.406,308.079,-0.405,131.9,-15.4,,,,,0.0,0.819734945339277,0.0034069654512842,0.819734945339277,0.0034069654512842,9.26,0.57,1.868,5.031686422805614,12.08,48.83,O6
G308.085-00.409,G308.079-00.406,308.079,-0.405,131.9,-15.4,,,,,0.0,0.6159120464790218,0.0064899328434894,0.6159120464790218,0.0064899328434894,9.26,0.57,1.064,2.8660141080648684,24.34,48.7,O6.5
G308.732-00.509,G308.734-00.510,308.734,-0.509,90.4,-2.8,0.1,0.406713,Visible/Kin,,0.0,0.0650692333720893,0.0002809893173599,0.0650692333720893,0.0002809893173599,10.27,0.54,0.753,2.2495265798850994,12.63,47.82,O9.5
G308.749+00.549,G308.747+00.547,308.747,0.547,100.4,-41.6,5.11345,0.0158909,,,0.0,0.8249832871410157,0.0136584015061832,0.8249832871410157,0.0136584015061832,7.38,0.81,1.221,2.621185368336848,25.7,48.63,O6.5
G308.918+00.121,G308.916+00.124,308.916,0.125,167.2,-42.5,5.12872,0.0177277,TP/Kin,,0.0,0.4084597529029966,0.000791563689501,0.4084597529029966,0.000791563689501,2.9,0.83,0.451,0.3804523307395826,128.54,47.52,O9.5
G308.920+00.129,G308.916+00.124,308.916,0.125,167.2,-42.5,5.12872,0.0177277,TP/Kin,,0.0,0.45340075116378,0.001939884663313,0.4528177602650108,0.0019419424703241,2.9,0.83,1.088,0.9178096138462658,36.08,47.56,O9.5
G309.058+00.173,G309.075+00.172,309.075,0.172,489.3,-47.0,5.14544,0.0194444,TP/Kin,,0.0,2.136430225343345,0.0169347222295255,2.090718318844508,0.0169382541047547,6.92,0.92,7.654,15.40707730346884,2.72,48.99,O6
G309.167-00.203,G309.151-00.215,309.151,-0.215,191.0,-12.1,0.602328,0.30625,,,0.0,0.9939113505051176,0.0070091818510896,0.9924650783463058,0.0070100522418428,9.73,0.56,4.255,12.043095047632898,3.78,48.96,O6
G309.175-00.027,G309.176-00.028,309.176,-0.027,72.3,-17.2,0.931786,0.403064,,,0.0,0.3687947844167102,5.044578697458743e-05,0.3687947844167102,5.044578697458743e-05,9.39,0.56,0.773,2.1114013526289,30.24,48.49,O7.5
G309.246-00.191,G309.250-00.192,309.25,-0.192,53.7,-13.5,0.787973,0.285,,,0.0,0.1648970777874144,0.0016798350505145,0.1648970777874144,0.0016798350505145,9.66,0.56,1.239,3.4815620682132207,9.82,48.17,O8.5
G309.278-00.034,G309.283-00.035,309.283,-0.034,112.0,-18.3,1.01254,0.453321,,,0.0,0.1262463905017348,0.0020847780747266,0.1230501199301277,0.0021118733950222,9.34,0.56,1.848,5.020818849538215,4.8,48.02,O9
G309.548-00.718,G309.540-00.720,309.54,-0.72,195.1,-43.0,5.19976,0.0167117,TP/Kin,,0.0,1.6228610614123662,0.0089235710875509,1.6228610614123662,0.0089235710875509,7.5,0.78,2.395,5.225074540033452,13.0,48.94,O6
G309.920+00.480,G309.921+00.481,309.922,0.481,127.0,-61.3,5.24105,0.0177027,TP/Kin,,0.0,0.0877148036601071,0.0001226651849495,0.0877148036601071,0.0001226651849495,5.23,1.32,0.372,0.5659399316413352,58.96,47.36,B0
G310.519-00.218,G310.519-00.220,310.519,-0.219,95.5,24.5,12.5182,0.311325,OG/Kin,,0.0,0.4754726220515569,0.0001950033822791,0.4754726220515569,0.0001950033822791,12.62,0.65,0.668,2.452231837684532,36.87,48.86,O6
G310.633-00.415,G310.630-00.421,310.63,-0.421,111.4,-27.3,1.65036,0.387171,Visible/Kin,,0.0,0.5103302847690908,0.0028164599259058,0.5103302847690908,0.0028164599259058,9.04,0.57,2.379,6.25588248127409,6.71,48.6,O7
G310.672-00.446,G310.672-00.450,310.672,-0.45,107.1,-25.0,1.38858,0.485013,Visible/Kin,,0.0,0.4341551166963014,0.0011262640191712,0.355344734851558,0.0023016972740487,9.21,0.56,1.99,5.331364991636972,8.02,48.55,O7
G310.887+00.010,G310.887+00.009,310.887,0.01,89.9,-55.5,5.34462,0.0193794,TP/Kin,,0.0,0.1891759842372512,9.516832427679204e-05,0.1891759842372512,9.516832427679204e-05,6.7,0.9,0.664,1.294102247109301,32.25,47.91,O9
G310.899-00.368,G310.901-00.373,310.901,-0.373,101.3,28.4,12.9677,0.287171,OG/Kin,,0.0,0.8119383361120527,0.0024579157198437,0.8119383361120527,0.0024579157198437,13.01,0.67,1.415,5.354999636390081,15.39,49.12,O5.5
G310.984+00.416,G310.983+00.404,310.983,0.405,276.3,-51.0,3.34827,0.648595,Visible/Kin,,0.0,1.5096477163744548,0.0092063648475723,1.451949874263068,0.0092086853490362,3.53,0.9,4.916,5.047917969602211,6.22,48.26,O8
G310.997-00.362,G311.003-00.355,311.003,-0.354,122.0,33.3,13.3328,0.286186,OG/Kin,,0.0,0.1750030765715861,0.0006012099516429,0.1750030765715861,0.0006012099516429,13.44,0.7,1.268,4.957288924441858,8.28,48.48,O7.5
G311.019+00.212,G311.015+00.210,311.015,0.21,69.8,-36.3,2.1689,0.495151,Visible/Kin,,0.0,0.0813199221636582,0.0023546774372926,0.0813199221636582,0.0023546774372926,2.2,0.6,1.013,0.6482728528834266,19.52,46.58,B0
G311.114-00.287,G311.138-00.278,311.138,-0.278,355.9,42.2,14.1783,0.328805,OG/Kin,,0.0,2.9335697743796803,0.0246637999316404,2.9131696512347234,0.0247010083401875,14.27,0.77,5.319,22.079013889898917,3.83,49.76,O4
G311.222+00.804,G311.216+00.762,311.216,0.763,346.7,-57.0,5.38274,0.0165225,TP/Kin,,0.0,2.8896307355912128,0.0240769263691582,2.844645443966354,0.0240813227758393,6.67,0.89,8.915,17.297083848447386,2.56,49.09,O5.5
G311.425+00.597,G311.425+00.598,311.425,0.598,62.2,-44.2,5.40563,0.0153273,TP/Kin,,0.0,0.1714405430944004,0.0003460443040344,0.1714405430944004,0.0003460443040344,7.98,0.68,0.645,1.4972292924150972,29.31,48.02,O9
G311.483+00.358,G311.484+00.361,311.484,0.361,81.7,-64.5,5.40942,0.0173914,TP/Kin,,0.0,0.447769225018098,0.0065651976921343,0.447769225018098,0.0065651976921343,5.4,1.33,0.619,0.9723220129445131,61.37,48.1,O8.5
G311.494+00.394,G311.489+00.394,311.489,0.394,185.4,-59.0,5.41189,0.0167748,TP/Kin,,0.0,3.2398597733030763,0.0190862345319546,3.1984475733975586,0.0191497390545179,4.21,0.88,4.048,4.957335466511527,11.16,48.74,O6.5
G311.498-00.455,G311.501-00.465,311.501,-0.464,226.4,-48.5,5.41592,0.0128829,TP/Kin,,0.0,3.083907222514192,0.0188590762242227,2.996120593819024,0.0193611393114561,7.6,0.79,5.26,11.628536106464985,5.47,49.23,O5.5
G311.550-00.581,G311.551-00.584,311.551,-0.583,83.0,37.7,13.7951,0.375506,OG/Kin,,0.0,0.1096403916588139,0.0046734798870042,0.1096403916588139,0.0046734798870042,13.95,0.74,1.238,5.023663733546652,6.67,48.31,O8
G311.586-00.593,G311.581-00.593,311.581,-0.592,67.8,33.9,13.5569,0.341341,OG/Kin,,0.0,0.209925272374291,0.0008530841057823,0.209925272374291,0.0008530841057823,13.62,0.71,0.981,3.88661770053087,13.24,48.57,O7
G311.606-00.637,G311.606-00.638,311.606,-0.638,24.5,34.3,13.6099,0.311191,OG/Kin,,0.0,0.0294840243425153,0.000312655448829,0.0294840243425153,0.000312655448829,13.66,0.71,0.345,1.3708675732673987,23.78,47.72,O9.5
G311.614-00.616,G311.639-00.627,311.639,-0.627,262.2,32.0,13.3701,0.359865,OG/Kin,,0.0,2.362729719319975,0.0428737497129143,2.327487740482803,0.0428741332321745,13.48,0.7,6.733,26.40123336484619,2.48,49.61,O5
G311.642-00.380,G311.644-00.379,311.644,-0.379,35.5,49.2,14.7409,0.744757,OG/Kin,,0.0,0.0480030520625024,0.0002829043835121,0.0480030520625024,0.0002829043835121,15.08,0.84,0.303,1.3291367900516329,35.06,48.02,O9
G311.809-00.309,G311.809-00.309,311.809,-0.308,253.2,-37.7,2.32121,0.391068,Visible/Kin,,0.0,0.9344831833978484,0.0041311708865585,0.9343508172941732,0.0041311834628717,2.27,0.59,5.423,3.5808915715220717,5.27,47.66,O9.5
G311.825+00.043,G311.822+00.044,311.822,0.044,140.1,-50.9,3.04623,0.482783,Visible/Kin,,0.0,0.3391367224748153,0.0026815216438875,-999.0,-999.0,7.46,0.84,2.944,6.388550650861754,4.38,48.26,O8
G311.842-00.220,G311.841-00.219,311.841,-0.218,58.8,23.9,12.8049,0.311201,OG/Kin,,0.0,0.1805393548392745,0.001129554986956,0.1805393548392745,0.001129554986956,12.86,0.65,0.728,2.723316122463821,19.79,48.46,O7.5
G311.865-00.238,G311.866-00.238,311.866,-0.237,61.6,24.0,12.8299,0.32597,OG/Kin,,0.0,0.2786227517564066,0.0022774594221386,0.2786227517564066,0.0022774594221386,12.87,0.65,0.836,3.129756381354083,19.95,48.65,O6.5
G311.889+00.083,G311.893+00.086,311.893,0.087,186.1,-49.9,5.45158,0.0198318,TP/Kin,,0.0,6.002248039479055,0.004566660414745,6.002248039479055,0.004566660414745,3.29,0.8,4.199,4.018532470365791,16.27,48.79,O6.5
G311.917+00.215,G311.919+00.204,311.919,0.205,156.2,-45.3,5.45511,0.0192953,TP/Kin,,0.0,4.422926928404212,0.0827750329510295,4.422926928404212,0.0827750329510295,2.86,0.67,3.182,2.647231474074613,22.7,48.54,O7
G311.950-00.111,G311.949-00.114,311.949,-0.113,50.4,19.7,12.4442,0.361201,OG/Kin,,0.0,0.0788266665800896,0.0017337894412804,0.0788266665800896,0.0017337894412804,12.56,0.63,0.911,3.328386299178242,9.44,48.08,O9
G311.971-00.055,G311.963-00.037,311.963,-0.036,212.9,-55.0,3.5131,0.689307,Visible/Kin,,0.0,0.7537369473728466,0.0150865504089473,0.7421942605123997,0.0151030429387603,3.8,0.89,3.006,3.3227547087484544,8.86,48.02,O9
G312.088+00.071,G312.091+00.069,312.091,0.07,97.7,-48.1,3.02397,0.504254,Visible/Kin,,0.0,0.036606884561099,0.0003734522560735,0.036606884561099,0.0003734522560735,7.83,0.72,0.548,1.2481535888299036,17.46,47.33,B0
G312.110+00.310,G312.110+00.311,312.11,0.311,105.1,-48.3,5.47613,0.0190691,TP/Kin,,0.0,1.5084111638756057,0.0007956426454405,1.5084111638756057,0.0007956426454405,3.11,0.73,0.938,0.8485724674569122,79.41,48.15,O8.5
G312.389-00.060,G312.388-00.057,312.388,-0.057,86.4,-59.9,3.94308,0.762122,Visible/Kin,,0.0,0.0963941454488161,0.0009903104902697,0.0963941454488161,0.0009903104902697,4.21,0.88,1.092,1.3373049232783074,13.73,47.21,B0
G312.675+00.046,G312.675+00.048,312.675,0.048,109.8,-62.9,3.94022,0.862282,Visible/Kin,,0.0,0.4977495986943742,0.0021441978789711,0.4958402333864571,0.0021587342250528,6.63,0.87,2.298,4.431892953239764,8.16,48.32,O8
G312.703+00.013,G312.706+00.012,312.706,0.013,95.9,-67.9,4.47905,0.48993,Visible/Kin,,0.0,0.5261949167412696,0.0005707355857042,0.5261949167412696,0.0005707355857042,5.53,1.3,2.148,3.455294887644534,10.15,48.19,O8.5
G312.764+00.067,G312.764+00.067,312.764,0.067,80.2,-63.3,4.09171,0.712713,Visible/Kin,,0.0,0.0507363521273524,0.0003438256961594,0.0507363521273524,0.0003438256961594,4.45,0.87,0.76,0.9837829976001746,16.74,46.98,B0
G312.952+00.268,G312.950+00.261,312.95,0.261,87.0,-47.0,,,,,0.0,0.0227148968873866,0.0008221273616306,0.0227148968873866,0.0008221273616306,2.92,0.65,1.231,1.0456025016362445,6.68,46.27,B0
G312.971-00.438,G312.979-00.432,312.979,-0.432,201.3,-48.2,2.92865,0.56928,Visible/Kin,,0.0,1.002388887664625,0.0028716930995707,1.002388887664625,0.0028716930995707,8.09,0.67,3.226,7.591692240564322,6.3,48.8,O6.5
G313.318-00.463,G313.315-00.462,313.315,-0.462,87.5,-35.2,2.09616,0.403892,Visible/Kin,,0.0,0.07285616319958,6.765731250100029e-05,0.07285616319958,6.765731250100029e-05,9.13,0.55,0.558,1.4819402225292708,22.23,47.77,O9.5
G313.463+00.190,G313.460+00.192,313.46,0.192,85.0,-5.0,11.0479,0.354774,H2CO/Kin,Caswell & Haynes (1987),0.0,0.7311950651473028,0.0027097646881969,0.7311950651473028,0.0027097646881969,11.13,0.54,1.01,3.2699585484692024,26.18,48.94,O6
G313.668-00.104,G313.671-00.105,313.671,-0.104,142.6,-54.1,3.39089,0.497979,Visible/Kin,,0.0,0.107917000536279,0.0028442181763122,0.107917000536279,0.0028442181763122,7.76,0.78,1.1,2.483019416769689,10.6,47.8,O9.5
G313.789+00.712,G313.790+00.705,313.79,0.706,116.8,-53.4,3.72407,0.568198,Visible/Kin,,0.0,0.6190289934982449,0.00226629912089,0.6190289934982449,0.00226629912089,7.87,0.74,1.85,4.235182895789397,11.55,48.57,O7
G313.850-00.242,G313.851-00.243,313.851,-0.242,70.6,33.1,13.949,0.344459,OG/Kin,,0.0,0.1285456187154068,0.000166835361343,0.1285456187154068,0.000166835361343,14.06,0.73,1.172,4.793344484037524,7.82,48.39,O7.5
G314.178+00.272,G314.184+00.265,314.184,0.266,258.0,-68.0,5.68899,0.0218198,TP/Kin,,0.0,2.2008832709819863,0.005345408212526,2.198618981111697,0.0053533777211859,6.67,0.85,3.481,6.753914624390953,9.17,48.97,O6
G314.214+00.341,G314.219+00.343,314.219,0.344,126.4,-63.3,4.20728,0.513177,Visible/Kin,,0.0,0.8168777209166025,0.0004722149560318,0.8168777209166025,0.0004722149560318,4.33,0.88,1.793,2.2583637553632463,18.75,48.17,O8.5
