iauName,WISE Name,GLong,GLat,Radius,VLSR(km/s),Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,Dist. Author,WISE 12um<br>(Jy),flux,fluxErr,flux_noPS,flux_err_noPS,distance_kpc,distance_err_kpc,radius_wcs,physical_radius_pc,ne,N_Ly,Spectral Type
G001.328+00.151,G001.330+00.145,1.331,0.146,78.6,-20.1,,,,,0.0,0.0521538284786749,0.0014746611154935,0.0521538284786749,0.0014746611154935,3.72,0.25,0.532,0.5756788597192932,31.52,46.84,B0
G001.331+00.085,G001.330+00.088,1.33,0.088,42.5,-12.0,,,,,0.0,0.1675060131138225,0.0042933424662813,0.1675060131138225,0.0042933424662813,3.72,0.25,0.548,0.592992509635663,54.37,47.35,B0
G001.324+00.102,G001.321+00.101,1.322,0.102,58.7,-12.7,,,,,0.0,0.3690224428353169,0.0053724269642917,0.3690224428353169,0.0053724269642917,3.72,0.25,1.167,1.262814340775216,25.93,47.69,O9.5
G002.604+00.141,G002.614+00.133,2.614,0.133,60.0,102.4,,,,,0.0,0.437956316838101,0.002379850753145,0.437956316838101,0.002379850753145,8.14,2.17,1.406,3.329165878845175,14.42,48.44,O7.5
G002.528-00.035,G002.521-00.024,2.522,-0.023,171.1,8.3,,,,,0.0,0.7933802664951533,0.0044470695205747,0.7912654563221239,0.0044511344292869,2.81,0.22,6.539,5.3449465493418655,3.3,47.78,O9.5
G001.487-00.200,G001.488-00.199,1.488,-0.199,42.5,-2.2,,,,,0.0,0.0517241903500257,0.0007896411740391,0.0517241903500257,0.0007896411740391,12.57,0.28,0.572,2.091495891207912,15.38,47.89,O9
G003.265-00.053,G003.266-00.061,3.267,-0.061,392.7,7.1,,,,,0.0,9.99137343288924,0.0065377804059257,9.85583793507606,0.007238956511504,12.56,0.25,12.531,45.78266598792816,2.08,50.18,O4
G002.011-00.680,G002.009-00.680,2.009,-0.68,42.5,18.2,,,,,0.0,0.1608593232904489,0.0002452734391059,0.1608593232904489,0.0002452734391059,2.84,0.22,1.363,1.1260039269871285,15.48,47.1,B0
G003.439-00.349,G003.439-00.349,3.439,-0.349,42.5,-21.6,,,,,0.0,0.076048892312866,7.550093483082098e-05,0.076048892312866,7.550093483082098e-05,4.71,0.24,0.345,0.4726783506654061,65.19,47.21,B0
G002.417-00.610,G002.422-00.611,2.423,-0.611,88.9,7.8,,,,,0.0,0.0449881592275838,0.0007251221464276,0.0449881592275838,0.0007251221464276,2.8,0.22,0.976,0.794938549923642,13.67,46.53,B0
G003.442-00.643,G003.442-00.650,3.443,-0.649,120.6,0.1,,,,,0.0,0.1407218229324725,0.0002751945507715,0.1402432440675608,0.0002762829888681,1.54,0.1,2.511,1.1248461930041451,7.89,46.51,B0
G003.649-00.119,G003.650-00.122,3.65,-0.121,72.5,4.9,,,,,0.0,0.3850607002613932,0.0001920131992818,0.3850607002613932,0.0001920131992818,2.93,0.17,1.395,1.1889608028507015,22.8,47.5,O9.5
G003.349-00.079,G003.349-00.078,3.35,-0.077,72.1,8.3,,,,,0.0,0.6396068412949487,0.0046505448243254,0.6396068412949487,0.0046505448243254,12.56,0.25,0.714,2.608636462802705,38.77,48.99,O6
G002.273+00.236,G002.272+00.237,2.272,0.237,284.2,4.9,,,,,0.0,3.586858994915254,0.0200656855868123,3.5765026536171827,0.0200721507184898,2.81,0.22,5.579,4.56024725474511,8.89,48.43,O7.5
G004.435+00.069,G004.409+00.110,4.409,0.111,235.5,4.1,,,,,0.0,5.648423121252287,0.0047144677363187,5.645553336289524,0.0047152435217517,2.94,0.17,6.51,5.567420551232637,8.65,48.67,O6.5
G004.350+00.155,G004.343+00.115,4.343,0.116,113.6,7.0,,,,,0.0,1.2741803765142947,0.0042386588298371,1.2741803765142947,0.0042386588298371,2.94,0.16,4.825,4.126390807941241,6.44,48.02,O9
G003.930-00.117,G003.928-00.116,3.928,-0.116,42.5,32.1,,,,,0.0,0.1489482445402355,0.0002615417635259,0.1489482445402355,0.0002615417635259,12.6,0.33,0.86,3.15206166824231,14.14,48.36,O7.5
G003.665-00.099,G003.664-00.098,3.665,-0.097,32.0,6.2,,,,,0.0,0.0926881481959639,0.0005223074292995,0.0926881481959639,0.0005223074292995,12.57,0.24,0.532,1.9452374372772887,22.91,48.15,O8.5
G004.565-00.118,G004.557-00.124,4.558,-0.123,157.1,10.2,,,,,0.0,0.7400739999255685,0.0076474195560663,0.7400739999255685,0.0076474195560663,2.94,0.16,2.784,2.380906115918842,11.2,47.79,O9.5
G005.191-00.285,G005.189-00.285,5.189,-0.285,132.3,1.9,,,,,0.0,0.7983776961023366,0.0051438156695574,0.7983776961023366,0.0051438156695574,2.94,0.16,2.688,2.2988059050250893,12.26,47.82,O9.5
G005.064+00.281,G005.068+00.275,5.069,0.275,274.7,12.0,,,,,0.0,1.3767596350872615,0.0144841691634922,1.3714493659836866,0.0144843712169825,2.94,0.16,9.155,7.829452403461565,2.56,48.06,O9
G005.901-00.429,G005.900-00.431,5.9,-0.43,107.7,8.6,2.99401,0.179927,Parallax,Sato et al. 2014,0.0,5.365761719288676,0.0147573310634996,5.365761719288676,0.0147573310634996,2.94,0.15,1.905,1.6291760599229146,53.25,48.65,O6.5
G005.885-00.400,G005.883-00.399,5.883,-0.398,22.3,9.9,2.99401,0.179927,Parallax,Sato et al. 2014,0.0,0.2320420735636368,0.0016493094554679,0.2320420735636368,0.0016493094554679,2.94,0.15,0.452,0.3865551596247545,95.42,47.28,B0
G005.480-00.242,G005.475-00.243,5.475,-0.243,105.7,21.4,,,,,0.0,1.465863668352619,0.0026951434109547,1.462784368633198,0.0026980206802744,3.55,0.28,2.241,2.31417351465348,19.88,48.25,O8
G005.484-00.231,G005.484-00.232,5.484,-0.232,16.5,21.4,,,,,0.0,0.066300771533983,0.0027828298446496,0.066300771533983,0.0027828298446496,3.56,0.28,0.292,0.3023838266307904,90.02,46.91,B0
G005.853-00.423,G005.845-00.422,5.846,-0.422,80.7,9.5,,,,,0.0,0.7304980108306908,0.0305115077410402,0.7304980108306908,0.0305115077410402,2.94,0.15,1.896,1.6214791651516254,19.8,47.78,O9.5
G005.342+00.046,G005.332+00.081,5.332,0.081,546.4,11.8,,,,,0.0,1.454956297801654,0.0213966034072821,1.442789071644421,0.0213967912536075,2.94,0.16,8.425,7.205148716456986,2.98,48.08,O9
G005.902-00.446,G005.887-00.443,5.888,-0.443,436.7,9.9,2.99401,0.179927,Parallax,Sato et al. 2014,0.0,16.845117183973592,0.0795736657410436,16.8324185756851,0.0795779477061409,2.94,0.15,8.278,7.079432768525925,10.42,49.15,O5.5
G005.988-01.171,G005.987-01.191,5.988,-1.191,429.8,2.7,,,,,0.0,20.69582468314857,0.1140438825316114,20.67754806371632,0.1140481526650304,1.54,0.1,7.218,3.2334288415387973,19.61,48.67,O6.5
G006.159-00.610,G006.160-00.608,6.16,-0.608,67.6,20.3,,,,,0.0,0.1012222116168224,0.0038652654526456,0.1012222116168224,0.0038652654526456,3.34,0.41,0.844,0.8200014544396771,23.28,47.03,B0
G006.197-00.340,G006.200-00.342,6.2,-0.341,114.6,-29.3,,,,,0.0,0.1443077403926581,0.0051637702539833,0.1443077403926581,0.0051637702539833,4.73,0.25,1.131,1.5561428259762926,15.04,47.49,O9.5
G006.129-00.253,G006.128-00.252,6.129,-0.251,104.1,18.1,,,,,0.0,0.0576209092338308,0.0006112592673463,0.0576209092338308,0.0006112592673463,3.6,0.24,1.337,1.400101810777398,8.48,46.86,B0
G006.251-00.568,G006.270-00.576,6.27,-0.575,279.7,20.3,,,,,0.0,0.2737967633949468,0.0126781473081641,0.2701297985213523,0.0126834307503792,3.38,0.4,2.878,2.8296531161370084,6.04,47.48,O9.5
G006.213-00.104,G006.213-00.105,6.214,-0.105,60.0,14.5,,,,,0.0,0.0574450078726772,0.0014912939595775,0.0574450078726772,0.0014912939595775,12.56,0.26,0.957,3.4964497127481637,7.49,47.94,O9
G006.248-00.125,G006.246-00.125,6.247,-0.125,36.1,15.0,,,,,0.0,0.0231862886431902,0.0001228879102976,0.0006744255129558,0.0001672934253181,3.6,0.27,0.301,0.3152061668242309,50.0,46.46,B0
G005.526+00.037,G005.524+00.033,5.524,0.033,42.5,23.3,,,,,0.0,0.150790592002467,0.0027502616347193,0.150790592002467,0.0027502616347193,3.6,0.25,1.017,1.064998909170242,20.74,47.27,B0
G006.366-00.055,G006.365-00.056,6.365,-0.055,34.2,26.4,,,,,0.0,0.0426411670424337,0.0003200256475549,0.0274043559070822,0.0005463379195886,3.59,0.25,0.469,0.4897709257508544,35.17,46.72,B0
G006.075-00.128,G006.077-00.135,6.077,-0.134,336.0,8.8,,,,,0.0,4.941566269721698,0.031335114792885,4.854458601533967,0.0314429494774423,2.95,0.16,8.76,7.517126027198023,5.17,48.62,O7
G007.263+00.185,G007.266+00.183,7.266,0.183,42.5,-4.4,,,,,0.0,0.0355537446157603,0.000769072042866,0.0355537446157603,0.000769072042866,3.77,0.25,0.413,0.4529154243327757,38.05,46.69,B0
G007.019-00.260,G007.015-00.271,7.016,-0.271,550.4,13.8,,,,,0.0,10.203277089051728,0.0337560624739159,10.203277089051728,0.0337560624739159,3.62,0.27,7.67,8.076619882190387,8.19,49.11,O5.5
G007.283-00.140,G007.303-00.125,7.303,-0.124,232.3,17.9,,,,,0.0,0.3571324004774008,0.0025091066673841,0.3571324004774008,0.0025091066673841,3.55,0.32,2.639,2.7251690786124643,7.66,47.64,O9.5
G007.039+00.176,G007.039+00.175,7.039,0.176,62.5,8.9,,,,,0.0,0.3326573363636701,0.0005713955743974,0.3326573363636701,0.0005713955743974,2.95,0.18,1.177,1.0100065449785471,27.26,47.44,O9.5
G007.421+00.365,G007.420+00.366,7.42,0.366,42.5,-12.3,,,,,0.0,0.0686203003307063,7.663768892629895e-05,0.0686203003307063,7.663768892629895e-05,18.71,0.48,0.479,2.606963857174024,18.93,48.36,O7.5
G007.175+00.086,G007.176+00.087,7.176,0.087,42.5,11.1,,,,,0.0,0.1698123745875198,0.0010769242861131,0.1698123745875198,0.0010769242861131,2.95,0.18,1.017,0.8727074394589484,24.29,47.15,B0
G007.468-00.275,G007.466-00.279,7.466,-0.279,55.6,25.3,,,,,0.0,0.0204711352496844,0.0017783629491854,0.0204711352496844,0.0017783629491854,3.57,0.28,0.646,0.6708515744309504,15.13,46.4,B0
G006.141-00.639,G006.142-00.641,6.143,-0.64,87.0,22.7,,,,,0.0,0.3163225345422335,0.0093273678386383,0.3163225345422335,0.0093273678386383,3.39,0.38,1.444,1.4239429859646573,18.28,47.54,O9.5
G006.374-00.490,G006.373-00.482,6.374,-0.481,248.2,19.0,,,,,0.0,0.53415943121146,0.0060477023509641,0.53415943121146,0.0060477023509641,3.4,0.41,2.838,2.8068358664824378,8.59,47.77,O9.5
G007.472+00.057,G007.470+00.059,7.47,0.059,60.0,-16.9,,,,,0.0,1.665340117999727,0.0029940473577099,1.665340117999727,0.0029940473577099,4.73,0.25,0.983,1.3525096356628608,63.18,48.55,O7
G007.730-00.005,G007.761+00.006,7.762,0.007,140.1,-3.2,,,,,0.0,0.5761457237977681,0.0045403249910042,0.5745324304338102,0.0045408946048081,15.43,0.36,6.232,27.97171405715948,1.29,49.12,O5.5
G007.802-00.600,G007.812-00.618,7.812,-0.618,207.3,39.6,,,,,0.0,0.3482906932226323,0.0018103177214408,0.3455006359281657,0.0018106352871991,3.77,0.26,4.389,4.813185950112719,3.43,47.68,O9.5
G008.115-00.497,G008.123-00.482,8.124,-0.481,430.3,37.0,,,,,0.0,1.437899539390343,0.024757418854603,1.4339420299350127,0.0247575035625319,3.62,0.27,8.925,9.398152861610065,2.45,48.26,O8
G006.551-00.100,G006.550-00.099,6.551,-0.098,98.6,15.0,,,,,0.0,2.448747275347454,0.0233839296385506,2.448747275347454,0.0233839296385506,3.61,0.25,1.361,1.42919351319904,53.76,48.49,O7.5
G008.146+00.245,G008.137+00.232,8.137,0.233,191.8,20.3,,,,,0.0,6.707778992943134,0.0058426968525271,6.572029398514421,0.0084101825172182,3.62,0.26,5.407,5.693648461930041,11.23,48.93,O6
G008.358-00.297,G008.358-00.295,8.358,-0.295,103.1,36.8,,,,,0.0,0.7498224428207968,0.0140938703494801,0.7498224428207968,0.0140938703494801,3.68,0.28,1.905,2.0392407824885463,17.79,47.99,O9
G008.110+00.337,G008.107+00.338,8.108,0.339,129.7,16.7,,,,,0.0,0.1452364545800591,0.001103512849349,0.1452364545800591,0.001103512849349,3.63,0.3,2.175,2.2966329721474805,6.46,47.26,B0
G008.371-00.354,G008.368-00.356,8.369,-0.355,84.0,34.6,,,,,0.0,0.2100645408136835,0.0021163307201297,0.2100645408136835,0.0021163307201297,3.64,0.28,1.062,1.1244796742055123,22.8,47.43,O9.5
G008.432-00.275,G008.433-00.275,8.434,-0.274,42.5,34.8,,,,,0.0,0.0981606012573555,0.0010614115060751,0.0981606012573555,0.0010614115060751,3.67,0.29,0.595,0.6351974401861682,36.8,47.1,B0
G008.436-00.352,G008.456-00.351,8.456,-0.35,199.7,38.0,,,,,0.0,1.1246144276035666,0.0202255910361696,1.1246144276035666,0.0202255910361696,2.86,0.19,4.837,4.024091338811722,6.11,47.95,O9
G008.258-00.442,G008.250-00.440,8.251,-0.439,86.7,38.9,,,,,0.0,0.0654457706373865,0.0002331401566716,0.0654457706373865,0.0002331401566716,2.86,0.19,1.187,0.9875121809322958,12.11,46.71,B0
G008.663-00.343,G008.664-00.340,8.665,-0.34,60.0,41.9,,,,,0.0,0.5103262188952431,0.0018576773713492,0.5103262188952431,0.0018576773713492,3.78,0.28,0.734,0.8070743945894844,60.46,47.85,O9
G008.011-00.168,G008.006-00.169,8.007,-0.168,104.1,42.6,,,,,0.0,0.2303305932900398,0.0029144849226166,0.2303305932900398,0.0029144849226166,3.79,0.28,1.927,2.12445058541197,9.56,47.5,O9.5
G008.669-00.355,G008.668-00.351,8.668,-0.351,56.2,41.9,,,,,0.0,0.4212520690500929,0.0008733660418604,0.4212520690500929,0.0008733660418604,3.78,0.28,0.391,0.4299265507963057,141.54,47.76,O9.5
G009.404-00.091,G009.405-00.091,9.405,-0.091,49.0,46.0,,,,,0.0,0.0347673222633479,0.000298732444023,0.0347673222633479,0.000298732444023,3.78,0.28,0.504,0.554176423532834,27.89,46.68,B0
G008.910-00.467,G008.901-00.469,8.902,-0.468,151.0,22.2,,,,,0.0,0.0450005204740253,0.0029843589913339,0.0446355363885452,0.0029844685349807,3.6,0.33,1.832,1.918464111700967,4.67,46.75,B0
G009.182+00.026,G009.178+00.043,9.178,0.043,123.1,2.2,,,,,0.0,0.469714392588114,0.00420616394143,0.4583926116545476,0.0042087442230225,3.78,0.28,3.033,3.33495454876009,6.92,47.81,O9.5
G008.867-00.326,G008.865-00.323,8.865,-0.323,154.6,31.0,,,,,0.0,0.6875560859911298,0.0058142468566892,0.6875560859911298,0.0058142468566892,2.85,0.19,1.778,1.4740164351683516,21.51,47.73,O9.5
G008.552-00.304,G008.537-00.313,8.537,-0.313,124.4,39.2,,,,,0.0,1.3680218527090755,0.0171391325678956,1.3680218527090755,0.0171391325678956,2.87,0.19,3.391,2.830970838484474,11.46,48.03,O9
G009.835-00.711,G009.834-00.713,9.834,-0.713,105.9,26.6,,,,,0.0,0.1267781202324095,0.0008978752211607,0.1267781202324095,0.0008978752211607,2.82,0.18,1.503,1.232916878772453,11.94,46.99,B0
G009.695-00.855,G009.725-00.840,9.725,-0.839,366.1,32.1,,,,,0.0,0.8245581745437669,0.0037540458265335,0.8245581745437669,0.0037540458265335,2.82,0.18,6.212,5.095728310668314,3.62,47.8,O9.5
G010.062-00.169,G010.064-00.169,10.065,-0.168,60.0,23.4,,,,,0.0,0.1511282849000789,0.0044533285581333,0.1511282849000789,0.0044533285581333,2.82,0.2,1.012,0.8301476256272271,23.58,47.06,B0
G010.167-00.345,G010.160-00.350,10.16,-0.35,210.1,13.3,,,,,0.0,44.84669376313119,0.0061833600804465,44.84669376313119,0.0061833600804465,1.25,0.05,4.633,1.6846047560177444,62.35,48.83,O6
G010.265+00.080,G010.266+00.075,10.266,0.075,84.8,56.3,,,,,0.0,0.2138554472616584,0.0056418278626725,0.2138554472616584,0.0056418278626725,5.65,1.48,1.956,3.2147189295323977,7.38,47.82,O9.5
G010.075-00.391,G010.083-00.418,10.083,-0.418,138.9,13.6,,,,,0.0,1.79476352367874,0.0028535574493623,1.7845698763643074,0.0028626553560479,1.25,0.05,5.395,1.961675514508036,9.92,47.43,O9.5
G010.230-00.304,G010.227-00.303,10.228,-0.303,113.6,11.7,,,,,0.0,1.3105424642735528,0.0032050026132309,1.3105424642735528,0.0032050026132309,1.25,0.05,1.697,0.6170460330157806,47.9,47.29,B0
G009.875-00.748,G009.875-00.749,9.875,-0.749,42.5,30.9,,,,,0.0,0.2992318573484199,0.000162589495293,0.2992318573484199,0.000162589495293,3.79,0.27,0.478,0.5269784015707949,87.89,47.62,O9.5
G009.997-00.033,G009.997-00.033,9.998,-0.033,56.4,39.9,,,,,0.0,0.0284701304266931,0.0001133364308569,0.0284701304266931,0.0001133364308569,3.79,0.27,0.859,0.9470176714420768,11.27,46.59,B0
G010.313-00.144,G010.308-00.150,10.309,-0.149,324.6,10.2,,,,,0.0,13.301230595676373,0.015880000851284,13.291232607410764,0.0158885470815882,12.43,0.26,6.033,21.81374154606938,7.24,50.3,O4
G009.672+00.200,G009.688+00.208,9.688,0.209,115.3,2.0,,,,,0.0,0.2936305154906904,0.0015434695919048,0.2936305154906904,0.0015434695919048,4.8,0.22,2.871,4.008668460475602,5.27,47.81,O9.5
G009.946-00.748,G009.942-00.761,9.943,-0.76,370.4,32.4,,,,,0.0,2.536634060093378,0.0228988216337362,2.536634060093378,0.0228988216337362,2.84,0.19,4.633,3.827422005672315,9.82,48.29,O8
G010.454+00.030,G010.453+00.029,10.453,0.03,31.6,70.2,8.54701,0.587156,Parallax,Sanna et al. 2014,0.0,0.7415314163550412,0.0018651263378544,0.5478815441756839,0.0091221380354494,8.21,0.12,1.336,3.1906217729619666,20.18,48.68,O6.5
G010.594-00.415,G010.574-00.412,10.575,-0.411,110.2,0.1,,,,,0.0,0.539553239299705,0.0132090914714407,0.539553239299705,0.0132090914714407,4.84,0.22,1.743,2.4539655297796528,15.05,48.08,O9
G010.621-00.319,G010.621-00.318,10.621,-0.318,42.5,-10.0,18.5424,0.284541,OG/Kin,,0.0,0.0330030380263688,0.0008646821658292,0.0330030380263688,0.0008646821658292,4.83,0.22,0.522,0.7334041160642862,22.78,46.87,B0
G010.639-00.434,G010.638-00.434,10.638,-0.433,42.5,-0.2,,,,,0.0,0.0292926834965413,0.0006013245877062,0.0292926834965413,0.0006013245877062,4.84,0.22,0.682,0.9601861682786706,14.32,46.82,B0
G010.688+00.043,G010.689+00.031,10.689,0.031,104.1,34.5,,,,,0.0,0.6426634134508146,0.0046569672668381,0.6426634134508146,0.0046569672668381,2.89,0.23,3.268,2.7472969238600826,8.27,47.71,O9.5
G010.708-00.394,G010.769-00.487,10.769,-0.486,580.4,-0.2,,,,,0.0,10.67172916779787,0.0272171387658768,10.656601786193116,0.0272189711850743,4.84,0.22,13.213,18.602551087193657,3.21,49.38,O5
G010.964+00.009,G010.964+00.006,10.965,0.007,38.7,17.7,13.6995,0.213183,H2CO/Kin,Sewilo et al. (2004),0.0,0.4539326374215342,0.0001885712476829,0.4539326374215342,0.0001885712476829,13.43,0.29,0.656,2.562745982110392,35.89,48.9,O6
G011.569-00.106,G011.524-00.111,11.524,-0.11,311.7,28.1,,,,,0.0,0.7230289235730204,0.0041841010522669,0.6902168981044916,0.0041993594142621,2.85,0.22,10.323,8.558083048505562,1.57,47.75,O9.5
G011.039+00.071,G011.035+00.065,11.035,0.066,42.5,12.1,,,,,0.0,0.3043665755424264,0.0001855601873196,0.3043665755424264,0.0001855601873196,1.25,0.05,1.124,0.4086975492691441,42.86,46.66,B0
G011.092-00.367,G011.080-00.378,11.08,-0.378,115.6,1.0,,,,,0.0,0.3299921935511408,0.0041118909704815,0.3296703914175713,0.0041119667819183,4.85,0.23,2.903,4.095571231183187,5.46,47.87,O9
G011.644+00.202,G011.646+00.205,11.646,0.205,81.5,56.8,,,,,0.0,0.0623266539351998,0.0018067332046381,0.0623266539351998,0.0018067332046381,10.95,1.16,1.618,5.153690640680678,3.8,47.86,O9
G011.732-00.015,G011.731-00.009,11.731,-0.008,58.5,24.4,,,,,0.0,0.01570949050032,0.0010056907077702,0.01570949050032,0.0010056907077702,12.41,0.28,0.664,2.396986400989019,6.81,47.37,O9.5
G011.744-00.136,G011.746-00.137,11.746,-0.136,38.5,59.8,,,,,0.0,0.0337274799442399,0.0002000738685481,0.0337274799442399,0.0002000738685481,8.32,0.26,0.663,1.6045843938622646,12.24,47.35,B0
G011.076-00.227,G011.074-00.228,11.074,-0.228,42.5,34.0,,,,,0.0,0.0490845617302662,0.0004100805082373,0.0490845617302662,0.0004100805082373,2.91,0.24,0.857,0.7254366955130537,16.92,46.6,B0
G011.112-00.400,G011.112-00.402,11.112,-0.401,60.0,2.1,15.7517,0.258498,H2CO/Kin,Sewilo et al. (2004),0.0,0.402821152937624,0.0002397608581379,0.402821152937624,0.0002397608581379,4.85,0.23,0.828,1.1681477710711947,39.62,47.96,O9
G011.764+00.569,G011.769+00.567,11.77,0.568,93.7,26.6,,,,,0.0,0.0062500271568972,0.0003945083131189,0.0062500271568972,0.0003945083131189,2.83,0.22,0.413,0.3399869100429059,18.36,45.68,B0.5
G011.768-00.154,G011.776-00.149,11.777,-0.149,109.4,57.7,,,,,0.0,0.125702815571761,0.0007145637606095,0.125702815571761,0.0007145637606095,3.9,0.27,1.806,2.048840084357501,7.67,47.26,B0
G011.805+00.241,G011.816+00.242,11.816,0.242,155.9,17.8,,,,,0.0,0.0464801605840536,0.0010626895654599,0.0464801605840536,0.0010626895654599,1.24,0.09,1.813,0.6539509853828812,8.25,45.84,B0.5
G011.892+00.747,G011.893+00.748,11.893,0.749,182.1,25.1,2.8638,0.228541,Visible/Kin,,0.0,2.4296551265651365,0.0034082111804166,2.4296551265651365,0.0034082111804166,2.81,0.22,3.555,2.9058395753036144,14.37,48.27,O8
G011.938-00.613,G011.935-00.613,11.936,-0.613,119.3,40.3,3.367,0.355309,Parallax,Sato et al. 2014,0.0,0.694247915419473,0.0003229495763573,0.694247915419473,0.0003229495763573,3.01,0.28,0.833,0.7293520471238455,65.46,47.78,O9.5
G011.944-00.038,G011.944-00.039,11.944,-0.038,98.9,40.1,,,,,0.0,1.116990690494999,0.0125284938350493,1.116990690494999,0.0125284938350493,3.84,0.25,0.611,0.682492909606574,117.29,48.2,O8.5
G011.988-00.249,G011.995-00.246,11.995,-0.246,162.1,47.2,,,,,0.0,0.8731987848114563,0.005226253963593,0.8731987848114563,0.005226253963593,3.84,0.22,2.943,3.2873594647661992,9.79,48.09,O8.5
G012.062-00.287,G012.064-00.284,12.064,-0.284,42.5,48.4,,,,,0.0,0.053478262975527,0.0004067407277388,0.053478262975527,0.0004067407277388,3.84,0.23,0.884,0.9874365500690858,14.7,46.88,B0
G012.105-00.491,G012.761-00.133,12.762,-0.132,208.4,57.8,,,,,0.0,0.9871176066261816,0.0081163526475818,0.8651736923841917,0.0081167345057178,3.92,0.25,9.449,10.774512399098246,1.79,48.16,O8.5
G012.312+00.422,G012.302+00.416,12.302,0.416,132.3,29.9,,,,,0.0,0.1839444993385943,0.0003417368156512,0.1839444993385943,0.0003417368156512,2.86,0.26,1.831,1.5232812159115705,10.62,47.16,B0
G012.431-00.052,G012.429-00.049,12.43,-0.048,60.0,-18.4,20.5469,0.647222,OG/Kin,,0.0,0.2293099194215508,0.0033059662857814,0.2293099194215508,0.0033059662857814,18.76,0.48,1.008,5.500714129881464,11.33,48.89,O6
G012.469-01.133,G012.474-01.140,12.474,-1.14,329.6,41.0,3.9446,0.208076,Visible/Kin,,0.0,1.4890755605333632,0.0016057723456571,1.4858878241722706,0.0016076727590646,2.97,0.32,5.872,5.07303905170533,5.16,48.1,O8.5
G012.685+00.005,G012.685+00.008,12.685,0.008,74.0,34.1,,,,,0.0,0.1369280790253527,0.0011011062719858,0.1369280790253527,0.0011011062719858,12.36,0.28,0.813,2.923039778925169,14.89,48.3,O8
G012.742+00.359,G012.742+00.390,12.743,0.391,537.4,20.7,2.34547,0.239704,Visible/Kin,,0.0,4.02151114664493,0.0077105302068547,3.996398797940556,0.0077125874556536,1.23,0.17,13.118,4.693517562359101,3.95,47.77,O9.5
G012.775+00.332,G012.774+00.330,12.775,0.331,60.0,15.8,13.9638,0.327002,H2CO/Kin,Sewilo et al. (2004),0.0,0.0433147818386149,8.785867778378552e-05,0.0433147818386149,8.785867778378552e-05,1.25,0.08,0.424,0.1541706057741255,70.86,45.81,B0.5
G012.821+00.541,G012.825+00.542,12.825,0.542,172.6,21.4,,,,,0.0,0.1359083767414751,0.0009281523096519,0.1359083767414751,0.0009281523096519,1.2,0.13,1.525,0.5323249218238674,18.57,46.27,B0
G012.908-00.279,G012.907-00.277,12.908,-0.276,96.8,31.7,2.45098,0.150749,Parallax,Immer et al. 2013,0.0,0.7352249364886327,0.0081664375680293,0.7352249364886327,0.0081664375680293,2.92,0.28,1.505,1.278336121009381,28.16,47.78,O9.5
G013.188+00.042,G013.186+00.042,13.186,0.043,130.7,54.1,,,,,0.0,3.4174964657127087,0.067580343772722,3.2888956635695337,0.0686841800263642,3.88,0.23,1.918,2.164741473347393,36.67,48.69,O6.5
G013.213-00.140,G013.215-00.145,13.216,-0.144,78.8,50.0,,,,,0.0,1.0225583231523565,0.0003840064918711,1.0225583231523565,0.0003840064918711,3.86,0.21,1.05,1.178968802268926,49.57,48.17,O8.5
G013.227+00.083,G013.222+00.082,13.223,0.082,104.2,54.0,,,,,0.0,0.3173970144914294,0.0059452259607287,0.3173970144914294,0.0059452259607287,3.88,0.23,1.427,1.6105766853319758,17.4,47.66,O9.5
G013.384+00.065,G013.384+00.066,13.384,0.067,60.0,18.3,,,,,0.0,1.059444291783965,0.000811023606845,1.059444291783965,0.000811023606845,13.4,0.29,1.149,4.478685186531888,23.66,49.26,O5.5
G013.521-00.195,G013.523-00.195,13.523,-0.194,125.1,11.3,,,,,0.0,0.7715314140041237,0.0018053301029996,0.7698077039542658,0.001806521643876,1.25,0.06,2.723,0.990109810195622,18.13,47.06,B0
G013.539-00.185,G013.523-00.195,13.523,-0.194,125.1,11.3,,,,,0.0,0.5577488069050132,0.0022554612044137,0.5577488069050132,0.0022554612044137,1.25,0.06,1.37,0.4981455894116791,43.11,46.92,B0
G013.630+00.193,G013.631+00.192,13.631,0.192,42.5,33.0,,,,,0.0,0.0574477152803528,0.0001384924792221,0.0574477152803528,0.0001384924792221,2.92,0.29,0.553,0.469714202603447,35.35,46.67,B0
G013.766-00.066,G013.725-00.024,13.726,-0.023,311.9,36.5,,,,,0.0,4.335516594743639,0.0483123661790615,4.255112715764553,0.0483152833269246,12.3,0.28,13.146,47.03535742855065,1.29,49.8,O4
G013.789+00.188,G013.789+00.189,13.789,0.189,102.8,36.9,,,,,0.0,0.3378667306048398,0.0024192268783179,0.3378667306048398,0.0024192268783179,2.95,0.29,2.294,1.968525925387245,10.09,47.45,O9.5
G013.828-00.831,G013.776-00.795,13.776,-0.795,542.5,24.5,,,,,0.0,8.275656547940343,0.0177397381160262,8.250958879002868,0.0177504759465375,2.93,0.34,14.678,12.510083630281436,3.1,48.83,O6
G013.889-00.480,G013.890-00.475,13.89,-0.475,103.2,13.0,,,,,0.0,0.2060941741562543,0.0014793093771307,0.2060941741562543,0.0014793093771307,1.25,0.06,1.213,0.4410588320849393,31.55,46.49,B0
